;Mã tin;Hướng;Phòng ăn;Loại tin;Đường trước nhà;Nhà bếp;Loại BDS;Pháp lý;Sân thượng;Chiều ngang;Số lầu;Chổ để xe hơi;Chiều dài;Số phòng ngủ;Chính chủ;Giá;Diện tích;Địa chỉ;Thuộc dự án;Unnamed: 0
1363;13150313;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;16,4m;4;---; 3,9 tỷ ; 82 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1364;13302682;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;;26m;4;---; 1,8 tỷ ; 130 m2; Đường Xuân Thới Sơn 1, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh;;
1365;13347427;Tây Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;1;;30m;4;---; 1,49 tỷ ; 150 m2; Đường Đăng Văn Ngữ, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1366;11793565;_;;Cần bán;3m;;Nhà mặt tiền;---;;---;5;;---;3;---; 3,7 tỷ ; 45 m2; Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;;
1367;13361100;_;;Cần bán;7m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;10m;3;---; 2,65 tỷ ; 40 m2; Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh;;
1368;13329325;_;;Cần bán;5m;;Nhà trong hẻm;---;;3,3m;2;---;12m;2;---; 2,9 tỷ ; 39 m2; Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh;;
1369;9223335;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 6,2 tỷ ; 70 m2; Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;Khu đô thị mới Vạn Phúc City(xem chi tiết dự án);
1370;13250139;_;---;Cần bán;---;---;Nhà trong hẻm;---;---;---;---;---;---;---;---; 3,6 tỷ ; 24 m2; Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh;;
1371;13364994;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,1m;4;;14m;4;---; 8 tỷ ; 60 m2; Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;;
1372;13365574;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;3;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1373;13366624;Đông Nam;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;4;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1374;13366089;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;1;;10m;3;---; 2,4 tỷ ; 48 m2; Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Hồ Chí Minh;;
1375;13329008;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;18m;3;---;20m;5;---; 16,5 tỷ ; 368 m2; Đường Quốc lộ 23, Xã Tiền Phong, Huyện Mê Linh, Hà Nội;;
1376;13256280;_;---;Cần bán;5m;---;Nhà trong hẻm;---;---;4,5m;2;---;12,6m;2;---; 3,6 tỷ ; 57 m2; Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh;;
1377;13292540;_;---;Cần bán;1,5m;---;Nhà trong hẻm;---;---;---;1;---;---;2;---; 3,45 tỷ ; 44 m2; Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh;;
1378;13365689;Tây Nam;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;---;---;3;---; 4,65 tỷ ; 26 m2; 95 Phố Chùa Bộc, Phường Khương Thượng, Quận Đống Đa, Hà Nội;;
1379;13362311;Tây Nam;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;8;;20m;17;---; 12 tỷ ; 60 m2; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
1380;13363927;_;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,2m;2;---;---;3;---; 2,75 tỷ ; 63 m2; Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1381;13362222;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6m;9;---;---;28;---; 19,2 tỷ ; 140 m2; 175 Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội;;
1382;13150313;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;16,4m;4;---; 3,9 tỷ ; 82 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1383;13302682;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;;26m;4;---; 1,8 tỷ ; 130 m2; Đường Xuân Thới Sơn 1, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh;;
1384;13347427;Tây Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;1;;30m;4;---; 1,49 tỷ ; 150 m2; Đường Đăng Văn Ngữ, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1385;11793565;_;;Cần bán;3m;;Nhà mặt tiền;---;;---;5;;---;3;---; 3,7 tỷ ; 45 m2; Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;;
1386;13361100;_;;Cần bán;7m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;10m;3;---; 2,65 tỷ ; 40 m2; Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh;;
1387;13329325;_;;Cần bán;5m;;Nhà trong hẻm;---;;3,3m;2;---;12m;2;---; 2,9 tỷ ; 39 m2; Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh;;
1388;9223335;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 6,2 tỷ ; 70 m2; Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;Khu đô thị mới Vạn Phúc City(xem chi tiết dự án);
1389;13250139;_;---;Cần bán;---;---;Nhà trong hẻm;---;---;---;---;---;---;---;---; 3,6 tỷ ; 24 m2; Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh;;
1390;13364994;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,1m;4;;14m;4;---; 8 tỷ ; 60 m2; Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;;
1391;13365574;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;3;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1392;13366624;Đông Nam;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;4;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1393;13366089;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;1;;10m;3;---; 2,4 tỷ ; 48 m2; Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Hồ Chí Minh;;
1394;13365694;_;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;---;4;---; 3,2 tỷ ; 40 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1395;13363412;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,5m;1;;11,5m;3;---; 2,8 tỷ ; 40 m2; Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh;;
1396;13343801;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,5m;1;;9,2m;3;---; 2,56 tỷ ; 32 m2; Đường Huỳnh Tịnh Của, Phường 8, Quận 3, Hồ Chí Minh;;
1397;13311422;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;2;;16m;4;---; 4,1 tỷ ; 80 m2; Đường Cửu Long, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
1398;13366563;_;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,5m;3;---;17m;4;---; 3,4 tỷ ; 59 m2; Đường Trần Quốc Thảo, Phường 7, Quận 3, Hồ Chí Minh;;
1399;13314096;_;---;Cần bán;9,6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,4m;4;---;---;3;---; 14,9 tỷ ; 42 m2; Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội;;
1400;13365863;_;---;Cần bán;5m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,5m;6;---;---;3;---; 12 tỷ ; 50 m2; Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội;;
1401;12850637;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;18m;4;---;---;6;---; 46 tỷ ; 276 m2; Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội;;
1402;13312301;_;---;Cần bán;7m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5,7m;6;---;---;3;---; 14,5 tỷ ; 51 m2; Phố Đốc Ngữ, Phường Liễu Giai, Quận Ba Đình, Hà Nội;;
1403;13364582;_;;Cần bán;7,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5,5m;4;;---;10;---; 6,8 tỷ ; 110 m2; Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1404;13366476;_;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,2m;4;---;16,3m;5;---; 4,8 tỷ ; 45 m2; Đường Hồ Thị Kỷ, Phường 5, Quận 10, Hồ Chí Minh;;
1405;13181904;Bắc;---;Cần bán;7m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;8m;---;---;14m;2;---; 3,07 tỷ ; 110 m2; Đường A7, Xã Cư Êbur, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1406;12250968;Đông;---;Cần bán;8m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;10m;1;---;12m;2;---; 700 triệu ; 159 m2; Đường Bà Điểm, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh;;
1407;13261555;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;3;---;14,5m;4;---; 2,95 tỷ ; 59 m2; Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh;;
1408;13366220;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;4;;---;4;---; 6,8 tỷ ; 60 m2; Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;;
1409;13360846;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5,6m;7;;---;15;---; 13,6 tỷ ; 70 m2; Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;;
1410;13364840;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;1;---;13m;3;---; 2,89 tỷ ; 52 m2; Đường Trần Hữu Trang, Phường 11, Quận Phú Nhuận, Hồ Chí Minh;;
1411;13365751;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,3m;1;---;13,5m;2;---; 2,78 tỷ ; 59 m2; Đường Nguyễn Kiệm, Phường 3, Quận Phú Nhuận, Hồ Chí Minh;;
1412;13366047;Đông Nam;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;2;---;12,8m;4;---; 2,45 tỷ ; 51 m2; Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, Hồ Chí Minh;;
1413;13366147;_;---;Cần bán;6m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;3;---;14m;6;---; 3,45 tỷ ; 62 m2; Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, Hồ Chí Minh;;
1414;13329008;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;18m;3;---;20m;5;---; 16,5 tỷ ; 368 m2; Đường Quốc lộ 23, Xã Tiền Phong, Huyện Mê Linh, Hà Nội;;
1415;13256280;_;---;Cần bán;5m;---;Nhà trong hẻm;---;---;4,5m;2;---;12,6m;2;---; 3,6 tỷ ; 57 m2; Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh;;
1416;13292540;_;---;Cần bán;1,5m;---;Nhà trong hẻm;---;---;---;1;---;---;2;---; 3,45 tỷ ; 44 m2; Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh;;
1417;13365689;Tây Nam;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;---;---;3;---; 4,65 tỷ ; 26 m2; 95 Phố Chùa Bộc, Phường Khương Thượng, Quận Đống Đa, Hà Nội;;
1418;13362311;Tây Nam;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;8;;20m;17;---; 12 tỷ ; 60 m2; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
1419;13009410;Đông Nam;---;Cần bán;3m;---;Nhà mặt tiền;---;---;4m;3;---;8m;3;---; 1,38 tỷ ; 31 m2; Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội;;
1420;13363927;_;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,2m;2;---;---;3;---; 2,75 tỷ ; 63 m2; Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1421;13362222;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6m;9;---;---;28;---; 19,2 tỷ ; 140 m2; 175 Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội;;
1422;13150313;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;16,4m;4;---; 3,9 tỷ ; 82 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1423;13302682;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;;26m;4;---; 1,8 tỷ ; 130 m2; Đường Xuân Thới Sơn 1, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh;;
1424;13347427;Tây Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;1;;30m;4;---; 1,49 tỷ ; 150 m2; Đường Đăng Văn Ngữ, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1425;11793565;_;;Cần bán;3m;;Nhà mặt tiền;---;;---;5;;---;3;---; 3,7 tỷ ; 45 m2; Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;;
1426;13361100;_;;Cần bán;7m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;10m;3;---; 2,65 tỷ ; 40 m2; Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh;;
1427;13329325;_;;Cần bán;5m;;Nhà trong hẻm;---;;3,3m;2;---;12m;2;---; 2,9 tỷ ; 39 m2; Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh;;
1428;9223335;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 6,2 tỷ ; 70 m2; Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;Khu đô thị mới Vạn Phúc City(xem chi tiết dự án);
1429;13250139;_;---;Cần bán;---;---;Nhà trong hẻm;---;---;---;---;---;---;---;---; 3,6 tỷ ; 24 m2; Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh;;
1430;13364994;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,1m;4;;14m;4;---; 8 tỷ ; 60 m2; Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;;
1431;13365574;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;3;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1432;13366624;Đông Nam;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;4;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1433;13366089;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;1;;10m;3;---; 2,4 tỷ ; 48 m2; Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Hồ Chí Minh;;
1434;13329008;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;18m;3;---;20m;5;---; 16,5 tỷ ; 368 m2; Đường Quốc lộ 23, Xã Tiền Phong, Huyện Mê Linh, Hà Nội;;
1435;13256280;_;---;Cần bán;5m;---;Nhà trong hẻm;---;---;4,5m;2;---;12,6m;2;---; 3,6 tỷ ; 57 m2; Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh;;
1436;13292540;_;---;Cần bán;1,5m;---;Nhà trong hẻm;---;---;---;1;---;---;2;---; 3,45 tỷ ; 44 m2; Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh;;
1437;13365689;Tây Nam;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;---;---;3;---; 4,65 tỷ ; 26 m2; 95 Phố Chùa Bộc, Phường Khương Thượng, Quận Đống Đa, Hà Nội;;
1438;13362311;Tây Nam;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;8;;20m;17;---; 12 tỷ ; 60 m2; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
1439;13009410;Đông Nam;---;Cần bán;3m;---;Nhà mặt tiền;---;---;4m;3;---;8m;3;---; 1,38 tỷ ; 31 m2; Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội;;
1440;13363927;_;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,2m;2;---;---;3;---; 2,75 tỷ ; 63 m2; Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1441;13362222;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6m;9;---;---;28;---; 19,2 tỷ ; 140 m2; 175 Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội;;
1442;13150313;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;16,4m;4;---; 3,9 tỷ ; 82 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1443;13302682;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;;26m;4;---; 1,8 tỷ ; 130 m2; Đường Xuân Thới Sơn 1, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh;;
1444;13347427;Tây Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;1;;30m;4;---; 1,49 tỷ ; 150 m2; Đường Đăng Văn Ngữ, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1445;11793565;_;;Cần bán;3m;;Nhà mặt tiền;---;;---;5;;---;3;---; 3,7 tỷ ; 45 m2; Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;;
1446;13361100;_;;Cần bán;7m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;10m;3;---; 2,65 tỷ ; 40 m2; Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh;;
1447;13329325;_;;Cần bán;5m;;Nhà trong hẻm;---;;3,3m;2;---;12m;2;---; 2,9 tỷ ; 39 m2; Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh;;
1448;9223335;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 6,2 tỷ ; 70 m2; Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;Khu đô thị mới Vạn Phúc City(xem chi tiết dự án);
1449;13250139;_;---;Cần bán;---;---;Nhà trong hẻm;---;---;---;---;---;---;---;---; 3,6 tỷ ; 24 m2; Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh;;
1450;13364994;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,1m;4;;14m;4;---; 8 tỷ ; 60 m2; Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;;
1451;13365574;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;3;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1452;13366624;Đông Nam;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;4;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1453;13366089;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;1;;10m;3;---; 2,4 tỷ ; 48 m2; Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Hồ Chí Minh;;
1454;13365694;_;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;---;4;---; 3,2 tỷ ; 40 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1455;13363412;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,5m;1;;11,5m;3;---; 2,8 tỷ ; 40 m2; Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh;;
1456;13343801;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,5m;1;;9,2m;3;---; 2,56 tỷ ; 32 m2; Đường Huỳnh Tịnh Của, Phường 8, Quận 3, Hồ Chí Minh;;
1457;13311422;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;2;;16m;4;---; 4,1 tỷ ; 80 m2; Đường Cửu Long, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
1458;13366563;_;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,5m;3;---;17m;4;---; 3,4 tỷ ; 59 m2; Đường Trần Quốc Thảo, Phường 7, Quận 3, Hồ Chí Minh;;
1459;13314096;_;---;Cần bán;9,6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,4m;4;---;---;3;---; 14,9 tỷ ; 42 m2; Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội;;
1460;13365863;_;---;Cần bán;5m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,5m;6;---;---;3;---; 12 tỷ ; 50 m2; Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội;;
1461;12850637;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;18m;4;---;---;6;---; 46 tỷ ; 276 m2; Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội;;
1462;13312301;_;---;Cần bán;7m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5,7m;6;---;---;3;---; 14,5 tỷ ; 51 m2; Phố Đốc Ngữ, Phường Liễu Giai, Quận Ba Đình, Hà Nội;;
1463;13364582;_;;Cần bán;7,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5,5m;4;;---;10;---; 6,8 tỷ ; 110 m2; Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1464;13366476;_;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,2m;4;---;16,3m;5;---; 4,8 tỷ ; 45 m2; Đường Hồ Thị Kỷ, Phường 5, Quận 10, Hồ Chí Minh;;
1465;13181904;Bắc;---;Cần bán;7m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;8m;---;---;14m;2;---; 3,07 tỷ ; 110 m2; Đường A7, Xã Cư Êbur, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1466;12250968;Đông;---;Cần bán;8m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;10m;1;---;12m;2;---; 700 triệu ; 159 m2; Đường Bà Điểm, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh;;
1467;13261555;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;3;---;14,5m;4;---; 2,95 tỷ ; 59 m2; Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh;;
1468;13366220;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;4;;---;4;---; 6,8 tỷ ; 60 m2; Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;;
1469;13360846;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5,6m;7;;---;15;---; 13,6 tỷ ; 70 m2; Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;;
1470;13364840;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;1;---;13m;3;---; 2,89 tỷ ; 52 m2; Đường Trần Hữu Trang, Phường 11, Quận Phú Nhuận, Hồ Chí Minh;;
1471;13365751;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,3m;1;---;13,5m;2;---; 2,78 tỷ ; 59 m2; Đường Nguyễn Kiệm, Phường 3, Quận Phú Nhuận, Hồ Chí Minh;;
