;Mã tin;Hướng;Phòng ăn;Loại tin;Đường trước nhà;Nhà bếp;Loại BDS;Pháp lý;Sân thượng;Chiều ngang;Số lầu;Chổ để xe hơi;Chiều dài;Số phòng ngủ;Chính chủ;Giá;Diện tích;Địa chỉ;Thuộc dự án;Unnamed: 0
9206;13366876;_;;Cần bán;3m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,6m;5;;12m;4;---; 4,15 tỷ ; 42 m2; Phố Huỳnh Thúc Kháng, Quận Ba Đình, Hà Nội;;
9207;13366843;_;;Cần bán;3,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,6m;5;;10m;3;---; 3,5 tỷ ; 36 m2; Đường Phạm Văn Đồng, Quận Cầu Giấy, Hà Nội;;
9208;13366529;_;;Cần bán;5,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;4;;25m;4;---; 4,35 tỷ ; 125 m2; Đường Lỗ Giáng 11, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng;Khu đô thị mới Hoà Xuân - Dream Home(xem chi tiết dự án);
9209;13362990;Đông Nam;;Cần bán;1,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,6m;3;---;11m;3;---; 1,83 tỷ ; 41 m2; Đường Hồ Sen, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng;;
9210;13362768;_;;Cần bán;16m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5,2m;4;;---;4;---; 46 tỷ ; 190 m2; Phố Tôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội;;
9211;13357850;_;---;Cần bán;10m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;5,7m;5;---;13m;5;---; 15 tỷ ; 74 m2; Đường Tô Hiến Thành, Phường Đình Bảng, Thành phố Từ Sơn, Bắc Ninh;;
9212;13286771;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,6m;2;---;---;2;---; 2,35 tỷ ; 48 m2; Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội;;
9213;13357806;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,61m;4;;14m;4;---; 7,3 tỷ ; 52 m2; Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;;
9214;13357649;Tây;---;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;4;---;18m;5;---; 8,2 tỷ ; 72 m2; 425 Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh;;
9215;13251115;Đông Bắc;---;Cần bán;4,2m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;6,7m;---;---;15,5m;---;---; 98 triệu / m2  ; 104 m2; 579/58B Đường Phạm Văn Chí, Phường 7, Quận 6, Hồ Chí Minh;;
9216;13106388;Đông Bắc;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;1;---;8,6m;2;---; 2,59 tỷ ; 43 m2; Hẻm 567  Đường Hồ Búng Xáng, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ;;
9217;13353897;_;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;8m;4;;---;4;---; 59 tỷ ; 139 m2; Đường Hồ Tây, Phường Quảng An, Quận Tây Hồ, Hà Nội;;
9218;13349469;_;;Cần bán;3,8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;---;5;;---;3;---; 3,9 tỷ ; 39 m2; Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội;;
9219;13348875;_;;Cần bán;24m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 3,9 tỷ ; 75 m2; Đường Trần Quang Khải, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương;Khu dân cư Đông Hưng Residences(xem chi tiết dự án);
9220;13348658;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;3;;20m;4;---; 3,99 tỷ ; 80 m2; Đường Trần Quang Khải, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương;Khu dân cư Đông Hưng Residences(xem chi tiết dự án);
9221;13334150;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;21m;3;;11m;3;---; 14 tỷ ; 82 m2; 5/45/18 Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, Hồ Chí Minh;;
9222;13292538;_;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5,5m;1;;---;2;---; 9,5 tỷ ; 110 m2; Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội;;
9223;13307141;_;;Cần bán;30m;;Nhà mặt tiền;---;;---;3;;---;4;---; 13,2 tỷ ; 200 m2; Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Hồ Chí Minh;;
9224;13309956;Tây Nam;;Cần bán;20m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;3;---;16m;4;---; 11 tỷ ; 62 m2; 70 Đường Nguyễn Oanh, Phường 7, Quận Gò Vấp, Hồ Chí Minh;;
9225;13266284;_;;Cần bán;6m;;Nhà trong hẻm;---;;4,8m;4;;10,5m;4;---; 6,85 tỷ ; 50 m2; 566 Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Hồ Chí Minh;;
9226;5761815;_;---;Cần bán;---;---;Nhà mặt tiền;---;---;---;---;---;---;---;---; 20 tỷ ; 108 m2; Đường Hậu Giang, Phường 12, Quận 6, Hồ Chí Minh;;
9227;13376766;_;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,6m;4;;17m;4;---; 9,9 tỷ ; 70 m2; Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Hồ Chí Minh;;
9228;13363167;Tây Bắc;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,6m;3;;---;3;---; 3,5 tỷ ; 65 m2; Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng;;
9229;13289643;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;;17m;4;---; 9,5 tỷ ; 68 m2; Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Hồ Chí Minh;;
9230;13297432;_;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;4;;15m;4;---; 9,4 tỷ ; 73 m2; Đường Số 3, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;;
9231;11732364;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,2m;5;;14,5m;5;---; 6,7 tỷ ; 58 m2; Đường Số 8, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh;;
9232;13112587;_;---;Cần bán;26m;---;Nhà mặt tiền;---;---;6m;4;---;9,3m;5;---; 15,99 tỷ ; 56 m2; Phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội;;
9233;13289326;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6,2m;---;---;---;6;---; 80 triệu / m2  ; 159 m2; Đường số 12, Phường Linh Tây, Thành phố Thủ Đức, Hồ Chí Minh;;
9234;13129514;_;---;Cần bán;5m;---;Nhà mặt tiền;---;---;3m;3;---;10m;4;---; 2,4 tỷ ; 30 m2; Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh;;
9235;13364303;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;5,5m;2;---;21m;5;---; 12 tỷ ; 100 m2; Đường Bùi Thị Xuân, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
9236;13279780;Tây Nam;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;12m;3;;8m;2;---; 7,5 tỷ ; 100 m2; Đường Đa Minh, Phường 5, Thành phố Đà Lạt, Lâm Đồng;;
9237;13294303;Đông Nam;;Cần bán;22m;;Nhà mặt tiền;---;;6m;1;;22m;2;---; 15,75 tỷ ; 125 m2; Đường Dã Tượng, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hòa;;
9238;13215003;Đông Bắc;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6m;1;;18m;3;---; 3,7 tỷ ; 108 m2; Đường Nguyễn Chí Thanh, Phường Cam Nghĩa, Thành phố Cam Ranh, Khánh Hòa;;
9239;13246896;Đông;;Cần bán;22m;;Nhà mặt tiền;Giấy tờ hợp lệ;;8m;3;;18m;4;---; 15 tỷ ; 128 m2; Đường số 4, Phường Phước Hải, Thành phố Nha Trang, Khánh Hòa;Khu đô thị mới KVG The Capella(xem chi tiết dự án);
9240;13368804;Nam;;Cần bán;13m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6m;3;;18m;6;---; 7,5 tỷ ; 108 m2; Đường B1, Xã Vĩnh Hiệp, Thành phố Nha Trang, Khánh Hòa;Khu đô thị mới Vĩnh Điềm Trung(xem chi tiết dự án);
9241;13365231;Tây;;Cần bán;7,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;15m;3;;17,5m;5;---; 27 tỷ ; 265 m2; Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng;;
9242;13367830;_;---;Cần bán;10m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,2m;7;---;17m;10;---; 11 tỷ ; 70 m2; Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội;;
9243;13173633;_;---;Cần bán;2m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,9m;5;---;8m;3;---; 3,8 tỷ ; 35 m2; Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội;;
9244;13199840;_;---;Cần bán;3m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;5;---;8m;3;---; 2,9 tỷ ; 30 m2; 466 Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội;;
9245;13367320;_;;Cần bán;3m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;5;;4m;4;---; 7,2 tỷ ; 45 m2; Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;;
9246;13366876;_;;Cần bán;3m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,6m;5;;12m;4;---; 4,15 tỷ ; 42 m2; Phố Huỳnh Thúc Kháng, Quận Ba Đình, Hà Nội;;
9247;13366843;_;;Cần bán;3,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,6m;5;;10m;3;---; 3,5 tỷ ; 36 m2; Đường Phạm Văn Đồng, Quận Cầu Giấy, Hà Nội;;
9248;13366529;_;;Cần bán;5,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;4;;25m;4;---; 4,35 tỷ ; 125 m2; Đường Lỗ Giáng 11, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng;Khu đô thị mới Hoà Xuân - Dream Home(xem chi tiết dự án);
9249;13362990;Đông Nam;;Cần bán;1,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,6m;3;---;11m;3;---; 1,83 tỷ ; 41 m2; Đường Hồ Sen, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng;;
9250;13362768;_;;Cần bán;16m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5,2m;4;;---;4;---; 46 tỷ ; 190 m2; Phố Tôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội;;
9251;13357850;_;---;Cần bán;10m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;5,7m;5;---;13m;5;---; 15 tỷ ; 74 m2; Đường Tô Hiến Thành, Phường Đình Bảng, Thành phố Từ Sơn, Bắc Ninh;;
9252;13286771;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,6m;2;---;---;2;---; 2,35 tỷ ; 48 m2; Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội;;
9253;13357806;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,61m;4;;14m;4;---; 7,3 tỷ ; 52 m2; Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;;
9254;13129514;_;---;Cần bán;5m;---;Nhà mặt tiền;---;---;3m;3;---;10m;4;---; 2,4 tỷ ; 30 m2; Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh;;
9255;13364303;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;5,5m;2;---;21m;5;---; 12 tỷ ; 100 m2; Đường Bùi Thị Xuân, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
9256;13279780;Tây Nam;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;12m;3;;8m;2;---; 7,5 tỷ ; 100 m2; Đường Đa Minh, Phường 5, Thành phố Đà Lạt, Lâm Đồng;;
9257;13294303;Đông Nam;;Cần bán;22m;;Nhà mặt tiền;---;;6m;1;;22m;2;---; 15,75 tỷ ; 125 m2; Đường Dã Tượng, Phường Vĩnh Nguyên, Thành phố Nha Trang, Khánh Hòa;;
9258;13215003;Đông Bắc;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6m;1;;18m;3;---; 3,7 tỷ ; 108 m2; Đường Nguyễn Chí Thanh, Phường Cam Nghĩa, Thành phố Cam Ranh, Khánh Hòa;;
9259;13246896;Đông;;Cần bán;22m;;Nhà mặt tiền;Giấy tờ hợp lệ;;8m;3;;18m;4;---; 15 tỷ ; 128 m2; Đường số 4, Phường Phước Hải, Thành phố Nha Trang, Khánh Hòa;Khu đô thị mới KVG The Capella(xem chi tiết dự án);
9260;13368804;Nam;;Cần bán;13m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6m;3;;18m;6;---; 7,5 tỷ ; 108 m2; Đường B1, Xã Vĩnh Hiệp, Thành phố Nha Trang, Khánh Hòa;Khu đô thị mới Vĩnh Điềm Trung(xem chi tiết dự án);
9261;13365231;Tây;;Cần bán;7,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;15m;3;;17,5m;5;---; 27 tỷ ; 265 m2; Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng;;
9262;13367830;_;---;Cần bán;10m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,2m;7;---;17m;10;---; 11 tỷ ; 70 m2; Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội;;
9263;13173633;_;---;Cần bán;2m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,9m;5;---;8m;3;---; 3,8 tỷ ; 35 m2; Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội;;
9264;13199840;_;---;Cần bán;3m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;5;---;8m;3;---; 2,9 tỷ ; 30 m2; 466 Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội;;
9265;13367320;_;;Cần bán;3m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;5;;4m;4;---; 7,2 tỷ ; 45 m2; Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;;
9266;13366876;_;;Cần bán;3m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,6m;5;;12m;4;---; 4,15 tỷ ; 42 m2; Phố Huỳnh Thúc Kháng, Quận Ba Đình, Hà Nội;;
9267;13366843;_;;Cần bán;3,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,6m;5;;10m;3;---; 3,5 tỷ ; 36 m2; Đường Phạm Văn Đồng, Quận Cầu Giấy, Hà Nội;;
9268;13366529;_;;Cần bán;5,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;4;;25m;4;---; 4,35 tỷ ; 125 m2; Đường Lỗ Giáng 11, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng;Khu đô thị mới Hoà Xuân - Dream Home(xem chi tiết dự án);
9269;13362990;Đông Nam;;Cần bán;1,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,6m;3;---;11m;3;---; 1,83 tỷ ; 41 m2; Đường Hồ Sen, Phường Hàng Kênh, Quận Lê Chân, Hải Phòng;;
9270;13362768;_;;Cần bán;16m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5,2m;4;;---;4;---; 46 tỷ ; 190 m2; Phố Tôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội;;
9271;13357850;_;---;Cần bán;10m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;5,7m;5;---;13m;5;---; 15 tỷ ; 74 m2; Đường Tô Hiến Thành, Phường Đình Bảng, Thành phố Từ Sơn, Bắc Ninh;;
9272;13286771;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,6m;2;---;---;2;---; 2,35 tỷ ; 48 m2; Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội;;
9273;13357806;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,61m;4;;14m;4;---; 7,3 tỷ ; 52 m2; Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội;;
9274;13357649;Tây;---;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;4;---;18m;5;---; 8,2 tỷ ; 72 m2; 425 Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh;;
9275;13251115;Đông Bắc;---;Cần bán;4,2m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;6,7m;---;---;15,5m;---;---; 98 triệu / m2  ; 104 m2; 579/58B Đường Phạm Văn Chí, Phường 7, Quận 6, Hồ Chí Minh;;
9276;13106388;Đông Bắc;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;1;---;8,6m;2;---; 2,59 tỷ ; 43 m2; Hẻm 567  Đường Hồ Búng Xáng, Phường Xuân Khánh, Quận Ninh Kiều, Cần Thơ;;
9277;13353897;_;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;8m;4;;---;4;---; 59 tỷ ; 139 m2; Đường Hồ Tây, Phường Quảng An, Quận Tây Hồ, Hà Nội;;
9278;13349469;_;;Cần bán;3,8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;---;5;;---;3;---; 3,9 tỷ ; 39 m2; Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội;;
9279;13348875;_;;Cần bán;24m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 3,9 tỷ ; 75 m2; Đường Trần Quang Khải, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương;Khu dân cư Đông Hưng Residences(xem chi tiết dự án);
9280;13348658;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;3;;20m;4;---; 3,99 tỷ ; 80 m2; Đường Trần Quang Khải, Phường Tân Đông Hiệp, Thành phố Dĩ An, Bình Dương;Khu dân cư Đông Hưng Residences(xem chi tiết dự án);
9281;13334150;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;21m;3;;11m;3;---; 14 tỷ ; 82 m2; 5/45/18 Đường Nơ Trang Long, Phường 7, Quận Bình Thạnh, Hồ Chí Minh;;
9282;13292538;_;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5,5m;1;;---;2;---; 9,5 tỷ ; 110 m2; Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội;;
9283;13307141;_;;Cần bán;30m;;Nhà mặt tiền;---;;---;3;;---;4;---; 13,2 tỷ ; 200 m2; Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Hồ Chí Minh;;
9284;13309956;Tây Nam;;Cần bán;20m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;3;---;16m;4;---; 11 tỷ ; 62 m2; 70 Đường Nguyễn Oanh, Phường 7, Quận Gò Vấp, Hồ Chí Minh;;
9285;13266284;_;;Cần bán;6m;;Nhà trong hẻm;---;;4,8m;4;;10,5m;4;---; 6,85 tỷ ; 50 m2; 566 Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Hồ Chí Minh;;
9286;5761815;_;---;Cần bán;---;---;Nhà mặt tiền;---;---;---;---;---;---;---;---; 20 tỷ ; 108 m2; Đường Hậu Giang, Phường 12, Quận 6, Hồ Chí Minh;;
9287;13376766;_;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,6m;4;;17m;4;---; 9,9 tỷ ; 70 m2; Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Hồ Chí Minh;;
9288;13363167;Tây Bắc;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,6m;3;;---;3;---; 3,5 tỷ ; 65 m2; Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng;;
9289;13289643;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;;17m;4;---; 9,5 tỷ ; 68 m2; Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Hồ Chí Minh;;
9290;13297432;_;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;4;;15m;4;---; 9,4 tỷ ; 73 m2; Đường Số 3, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;;
9291;11732364;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,2m;5;;14,5m;5;---; 6,7 tỷ ; 58 m2; Đường Số 8, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh;;
9292;13112587;_;---;Cần bán;26m;---;Nhà mặt tiền;---;---;6m;4;---;9,3m;5;---; 15,99 tỷ ; 56 m2; Phố Trần Đại Nghĩa, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội;;
9293;13289326;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6,2m;---;---;---;6;---; 80 triệu / m2  ; 159 m2; Đường số 12, Phường Linh Tây, Thành phố Thủ Đức, Hồ Chí Minh;;
9294;13367893;_;---;Cần bán;40m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;5m;5;---;21m;4;---; 23 tỷ ; 102 m2; Phố Hồng Tiến, Phường Long Biên, Quận Long Biên, Hà Nội;;
9295;13367901;_;---;Cần bán;40m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;7m;6;---;7,2m;4;---; 12 tỷ ; 50 m2; Đường Chu Huy Mân, Phường Long Biên, Quận Long Biên, Hà Nội;;
9296;13373002;_;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,5m;5;---;7,8m;3;---; 3 tỷ ; 35 m2; Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội;;
9297;13368763;Đông;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5,4m;5;---;6m;4;---; 4,35 tỷ ; 32 m2; Phố Lê Thanh Nghị, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội;;
9298;13336322;_;---;Cần bán;3m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,7m;5;---;9m;4;---; 4,3 tỷ ; 32 m2; Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội;;
9299;13377641;_;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;2,2m;3;;12,5m;2;---; 2,69 tỷ ; 29 m2; Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Hồ Chí Minh;;
9300;13377707;_;;Cần bán;14m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;1;;22,5m;2;---; 11 tỷ ; 90 m2; Đường Kinh Dương Vương, Phường 13, Quận 6, Hồ Chí Minh;;
9301;13369041;Đông Nam;---;Cần bán;3m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,3m;3;---;---;3;---; 1,87 tỷ ; 40 m2; Đường Trường Chinh, Phường Quán Trữ, Quận Kiến An, Hải Phòng;;
9302;13373250;_;---;Cần bán;30m;---;Nhà mặt tiền;---;---;4m;1;---;24m;2;---; 13 tỷ ; 90 m2; Đường Đặng Thuỳ Trâm, Phường 13, Quận Bình Thạnh, Hồ Chí Minh;;
9303;13374699;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;10m;9;---;40m;86;---; 390 tỷ ; 400 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
9304;13374717;_;;Cần bán;30m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;24m;2;---; 13 ngàn / m2  ; 90 m2; Phú Nhuận Đường Đặng Thuỳ Trâm, Phường 13, Quận Bình Thạnh, Hồ Chí Minh;;
9305;11773230;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;---;2;---;---;---;---; 50 tỷ ; 115 m2; Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh;;
9306;11773591;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;---;1;---;---;---;---; 48 tỷ ; 130 m2; Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh;;
9307;8634862;_;---;Cần bán;25m;---;Nhà mặt tiền;---;---;---;2;---;---;---;---; 70 tỷ ; 147 m2; Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh;;
9308;10581116;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;---;4;---;---;---;---; 39 tỷ ; 112 m2; Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh;;
9309;12552433;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;---;2;---;---;---;---; 35 tỷ ; 100 m2; Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh;;
9310;12559033;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;---;4;---;---;---;---; 35 tỷ ; 100 m2; Đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh;;
9311;13204967;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;6,7m;1;---;21m;---;---; 60 tỷ ; 150 m2; Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Hồ Chí Minh;;
9312;13205095;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;7,6m;---;---;22m;---;---; 70 tỷ ; 179 m2; Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, Hồ Chí Minh;;
9313;13374610;_;---;Cần bán;20m;---;Nhà mặt tiền;---;---;---;2;---;---;---;---; 35 tỷ ; 112 m2; Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh;;
